--- Atoms: 
T('140', '4249') Truth=[0]
T('4504', '1100') Truth=[0.59]
T('463', '2648') Truth=[0]
T('1727', '1729') Truth=[0.59]
T('1943', '3576') Truth=[0]
T('2557', '670') Truth=[0]
T('2173', '4613') Truth=[0]
T('3017', '3837') Truth=[0]
T('4927', '1410') Truth=[0.59]
T('3547', '2404') Truth=[0.59]
T('680', '3182') Truth=[0.59]
T('1646', '969') Truth=[0.59]
T('1646', '968') Truth=[0.06]
T('3444', '2707') Truth=[0.59]
T('1471', '4279') Truth=[0.59]
T('2095', '2098') Truth=[0.59]
T('629', '3826') Truth=[0.59]
T('4406', '2710') Truth=[0.59]
T('2633', '2759') Truth=[0]
T('2095', '2099') Truth=[0.59]
T('205', '2228') Truth=[0.06]
T('2556', '670') Truth=[0]
T('3497', '4741') Truth=[0.59]
T('2650', '3808') Truth=[0]
T('463', '2671') Truth=[0.42]
T('4033', '3172') Truth=[0]
T('69', '200') Truth=[0]
T('205', '2220') Truth=[0.01]
T('101', '3865') Truth=[0.59]
T('1557', '1977') Truth=[0.15]
T('101', '3863') Truth=[0.59]
T('101', '3864') Truth=[0.59]
T('2170', '2002') Truth=[0]
T('568', '1005') Truth=[0]
T('1646', '973') Truth=[0.59]
T('101', '3861') Truth=[0.59]
T('1646', '970') Truth=[0.59]
T('1646', '972') Truth=[0.14]
T('101', '3860') Truth=[0.59]
T('1646', '971') Truth=[0.14]
T('3487', '2250') Truth=[0]
T('1347', '2289') Truth=[0.59]
T('4292', '2210') Truth=[0]
T('2147', '4985') Truth=[0]
T('2147', '0') Truth=[0]
T('3749', '3110') Truth=[0]
T('3053', '2077') Truth=[0]
T('836', '3181') Truth=[0]
T('2453', '1790') Truth=[0.59]
T('3975', '495') Truth=[0]
T('1919', '1209') Truth=[0]
T('843', '4382') Truth=[0]
T('22', '741') Truth=[0.59]
T('4290', '3558') Truth=[0]
T('1565', '4005') Truth=[0]
T('1497', '1704') Truth=[0.59]
T('2829', '3583') Truth=[0.59]
T('3749', '3114') Truth=[0]
T('206', '3554') Truth=[0.59]
T('3698', '4138') Truth=[0.59]
T('68', '244') Truth=[0]
T('3217', '3255') Truth=[0.59]
T('2650', '19') Truth=[0]
T('2900', '2206') Truth=[0]
T('3603', '495') Truth=[0.59]
T('2637', '598') Truth=[0]
T('468', '2620') Truth=[0.59]
T('2900', '3532') Truth=[0.59]
T('3376', '1315') Truth=[0]
T('1937', '185') Truth=[0]
T('3223', '3159') Truth=[0.59]
T('1905', '1399') Truth=[0]
T('1937', '183') Truth=[0]
T('1921', '2456') Truth=[0]
T('2572', '2564') Truth=[0]
T('4292', '2237') Truth=[0.17]
T('3005', '3986') Truth=[0.59]
T('3005', '3984') Truth=[0.12]
T('4399', '4546') Truth=[0]
T('719', '1094') Truth=[0.59]
T('2206', '2527') Truth=[0.01]
T('1914', '2575') Truth=[0.59]
T('3066', '4557') Truth=[0.59]
T('4142', '4046') Truth=[0]
T('69', '244') Truth=[0]
T('1848', '1199') Truth=[0]
T('4322', '636') Truth=[0.59]
T('1937', '190') Truth=[0]
T('2686', '3425') Truth=[0.59]
T('2700', '656') Truth=[0.59]
T('3181', '990') Truth=[0.59]
T('2900', '2220') Truth=[0.14]
T('1175', '3781') Truth=[0.59]
T('3223', '3160') Truth=[0.59]
T('1904', '1394') Truth=[0]
T('1451', '4465') Truth=[0.59]
T('4922', '1425') Truth=[0.59]
T('3431', '2870') Truth=[0]
T('2900', '2228') Truth=[0.59]
T('1937', '189') Truth=[0]
T('1937', '187') Truth=[0]
T('1177', '1176') Truth=[0]
T('2722', '3881') Truth=[0]
T('2084', '3495') Truth=[0]
T('2674', '2216') Truth=[0]
T('3875', '726') Truth=[0]
T('3198', '2989') Truth=[0.59]
T('3519', '2754') Truth=[0]
T('2671', '2250') Truth=[0]
T('4958', '2347') Truth=[0]
T('4958', '2348') Truth=[0]
T('2028', '2874') Truth=[0.59]
T('4428', '2460') Truth=[0]
T('3005', '2605') Truth=[0.59]
T('1185', '2353') Truth=[0]
T('2558', '1430') Truth=[0]
T('750', '4561') Truth=[0]
T('1185', '2355') Truth=[0]
T('3005', '3939') Truth=[0]
T('1176', '1177') Truth=[0]
T('2518', '4148') Truth=[0.59]
T('1438', '2090') Truth=[0.59]
T('45', '2680') Truth=[0.15]
T('2691', '4608') Truth=[0.59]
T('2709', '1480') Truth=[0]
T('1579', '843') Truth=[0]
T('3005', '3945') Truth=[0]
T('3896', '3974') Truth=[0.59]
T('3464', '307') Truth=[0.59]
T('3735', '3297') Truth=[0.59]
T('3645', '3404') Truth=[0.59]
T('456', '649') Truth=[0.59]
T('2709', '1483') Truth=[0]
T('1297', '4551') Truth=[0]
T('2377', '994') Truth=[0.59]
T('1237', '2635') Truth=[0]
T('1123', '1780') Truth=[0]
T('1188', '2304') Truth=[0.59]
T('2238', '2197') Truth=[0]
T('3029', '240') Truth=[0.59]
T('3125', '4702') Truth=[0]
T('646', '4944') Truth=[0.59]
T('4950', '232') Truth=[0]
T('1296', '4551') Truth=[0]
T('3294', '566') Truth=[0]
T('3294', '565') Truth=[0]
T('1185', '2335') Truth=[0]
T('3259', '1838') Truth=[0]
T('2377', '999') Truth=[0]
T('2892', '4112') Truth=[0]
T('2671', '4985') Truth=[0]
T('2087', '3538') Truth=[0.59]
T('2533', '968') Truth=[0.23]
T('2533', '969') Truth=[0.59]
T('2919', '2170') Truth=[0]
T('1797', '2276') Truth=[0.59]
T('1438', '2106') Truth=[0.59]
T('2583', '372') Truth=[0.59]
T('3029', '1185') Truth=[0.05]
T('2583', '370') Truth=[0.59]
T('2355', '3029') Truth=[0]
T('3200', '2198') Truth=[0.59]
T('4964', '2315') Truth=[0]
T('1307', '638') Truth=[0]
T('4485', '4487') Truth=[0]
T('4359', '1198') Truth=[0.59]
T('4290', '4922') Truth=[0.59]
T('3743', '3230') Truth=[0.59]
T('2582', '21') Truth=[0.59]
T('2206', '487') Truth=[0.59]
T('3581', '2039') Truth=[0]
T('1422', '102') Truth=[0]
T('3481', '2304') Truth=[0.04]
T('2583', '368') Truth=[0.42]
T('4695', '2849') Truth=[0]
T('617', '410') Truth=[0]
T('1916', '3928') Truth=[0.59]
T('1753', '2746') Truth=[0.59]
T('418', '1849') Truth=[0.59]
T('2410', '4588') Truth=[0]
T('1327', '3861') Truth=[0.59]
T('1327', '3860') Truth=[0.59]
T('1327', '3865') Truth=[0.59]
T('1327', '3864') Truth=[0.59]
T('1327', '3863') Truth=[0.59]
T('232', '3112') Truth=[0.59]
T('485', '4990') Truth=[0]
T('485', '4992') Truth=[0]
T('4077', '4008') Truth=[0.59]
T('1055', '1752') Truth=[0.59]
T('463', '425') Truth=[0]
T('2671', '1027') Truth=[0.11]
T('1327', '3858') Truth=[0.59]
T('116', '0') Truth=[0]
T('3582', '2039') Truth=[0]
T('2095', '2101') Truth=[0.59]
T('2095', '2102') Truth=[0.59]
T('2095', '2100') Truth=[0.59]
T('1796', '2254') Truth=[0.59]
T('2095', '2103') Truth=[0.59]
T('116', '3645') Truth=[0]
T('3892', '2712') Truth=[0.59]
T('2671', '3612') Truth=[0]
T('1040', '4117') Truth=[0]
T('3837', '3017') Truth=[0.49]
T('4267', '1306') Truth=[0]
T('3248', '4287') Truth=[0.14]
T('1978', '4532') Truth=[0.59]
T('3416', '4058') Truth=[0.59]
T('4541', '4655') Truth=[0.59]
T('2138', '3813') Truth=[0]
T('3467', '2501') Truth=[0]
T('3624', '3764') Truth=[0.59]
T('3612', '425') Truth=[0]
T('1497', '4054') Truth=[0.59]
T('1066', '1634') Truth=[0.59]
T('4223', '4078') Truth=[0.19]
T('4223', '4075') Truth=[0.59]
T('1900', '610') Truth=[0.02]
T('535', '1367') Truth=[0]
T('3607', '1398') Truth=[0]
T('2883', '4242') Truth=[0.59]
T('3468', '2501') Truth=[0]
T('2133', '1226') Truth=[0.59]
T('1748', '1545') Truth=[0.59]
T('4412', '513') Truth=[0]
T('1340', '2328') Truth=[0]
T('1646', '1834') Truth=[0.59]
T('2670', '3655') Truth=[0.59]
T('631', '223') Truth=[0]
T('854', '1952') Truth=[0.59]
T('3362', '2856') Truth=[0]
T('3029', '1175') Truth=[0.59]
T('4710', '4421') Truth=[0]
T('2533', '973') Truth=[0.59]
T('4114', '3156') Truth=[0]
T('2533', '971') Truth=[0.22]
T('2533', '972') Truth=[0.22]
T('1587', '1656') Truth=[0.59]
T('2533', '970') Truth=[0.59]
T('1560', '4126') Truth=[0.59]
T('2335', '4588') Truth=[0]
T('3425', '875') Truth=[0.12]
T('4279', '369') Truth=[0]
T('2650', '2572') Truth=[0.59]
T('1491', '4028') Truth=[0]
T('1491', '4029') Truth=[0]
T('3087', '4376') Truth=[0.59]
T('1491', '4024') Truth=[0]
T('547', '1208') Truth=[0]
T('1491', '4026') Truth=[0]
T('1703', '4205') Truth=[0.59]
T('497', '3541') Truth=[0]
T('1676', '2798') Truth=[0.32]
T('3833', '4350') Truth=[0]
T('4110', '3135') Truth=[0.59]
T('4948', '2509') Truth=[0]
T('1440', '4611') Truth=[0.59]
T('1828', '1489') Truth=[0.42]
T('4960', '4948') Truth=[0.59]
T('2127', '3948') Truth=[0]
T('646', '3593') Truth=[0.59]
T('3684', '4301') Truth=[0]
T('646', '3591') Truth=[0.15]
T('4162', '2917') Truth=[0]
T('4111', '4460') Truth=[0.59]
T('2863', '3182') Truth=[0]
T('1424', '3554') Truth=[0.59]
T('1400', '14') Truth=[0.59]
T('1424', '3553') Truth=[0.59]
T('1249', '1253') Truth=[0]
T('715', '3645') Truth=[0.59]
T('549', '3863') Truth=[0.59]
T('549', '3864') Truth=[0.59]
T('3557', '0') Truth=[0.59]
T('17', '2933') Truth=[0]
T('549', '3865') Truth=[0.59]
T('1943', '2270') Truth=[0]
T('3026', '2499') Truth=[0.59]
T('3566', '3554') Truth=[0.59]
T('4290', '170') Truth=[0.59]
T('549', '3860') Truth=[0.59]
T('549', '3861') Truth=[0.59]
T('3465', '2501') Truth=[0]
T('3565', '3564') Truth=[0.59]
T('2811', '2473') Truth=[0.19]
T('1674', '2798') Truth=[0.1]
T('1041', '1887') Truth=[0.59]
T('1765', '426') Truth=[0]
T('301', '4533') Truth=[0]
T('549', '3858') Truth=[0.03]
T('3574', '4755') Truth=[0.59]
T('1249', '1245') Truth=[0]
T('2136', '3813') Truth=[0]
T('3464', '2523') Truth=[0]
T('3453', '1367') Truth=[0.59]
T('2883', '4209') Truth=[0.59]
T('3257', '4130') Truth=[0.59]
T('3868', '1785') Truth=[0.59]
T('4189', '502') Truth=[0]
T('3422', '876') Truth=[0.59]
T('2077', '3644') Truth=[0]
T('3376', '506') Truth=[0]
T('1794', '2275') Truth=[0.59]
T('2326', '4691') Truth=[0]
T('2206', '457') Truth=[0.59]
T('4298', '3593') Truth=[0.49]
T('2753', '2220') Truth=[0]
T('2755', '3532') Truth=[0.59]
T('638', '213') Truth=[0]
T('2753', '2228') Truth=[0]
T('2755', '2206') Truth=[0]
T('3495', '3496') Truth=[0]
T('533', '544') Truth=[0]
T('4286', '204') Truth=[0.59]
T('385', '1374') Truth=[0]
T('937', '4102') Truth=[0.59]
T('937', '4101') Truth=[0.59]
T('2283', '4256') Truth=[0]
T('12', '1699') Truth=[0.59]
T('631', '282') Truth=[0]
T('2753', '2234') Truth=[0]
T('2125', '3920') Truth=[0.59]
T('2206', '447') Truth=[0.59]
T('631', '280') Truth=[0]
T('2483', '1446') Truth=[0.59]
T('2638', '1437') Truth=[0]
T('468', '475') Truth=[0.59]
T('1438', '4717') Truth=[0.59]
T('3496', '3495') Truth=[0]
T('1267', '4996') Truth=[0.59]
T('1303', '638') Truth=[0]
T('2966', '4164') Truth=[0]
T('2390', '2925') Truth=[0.59]
T('4298', '3591') Truth=[0.16]
T('2376', '1845') Truth=[0.23]
T('570', '4864') Truth=[0.59]
T('3481', '190') Truth=[0]
T('1830', '535') Truth=[0.59]
T('2308', '140') Truth=[0]
T('2755', '2220') Truth=[0.2]
T('3487', '116') Truth=[0]
T('2966', '4175') Truth=[0]
T('2755', '2228') Truth=[0.59]
T('3481', '189') Truth=[0.24]
T('1359', '2192') Truth=[0.59]
T('3481', '185') Truth=[0.12]
T('3029', '2410') Truth=[0.59]
T('3497', '2161') Truth=[0.59]
T('4568', '3080') Truth=[0]
T('185', '1937') Truth=[0]
T('4467', '2036') Truth=[0.59]
T('2206', '428') Truth=[0.59]
T('2966', '1908') Truth=[0]
T('3453', '2652') Truth=[0]
T('3566', '3520') Truth=[0.23]
T('393', '2583') Truth=[0.59]
T('1664', '763') Truth=[0]
T('2755', '2234') Truth=[0.59]
T('2732', '368') Truth=[0.19]
T('2304', '189') Truth=[0]
T('2641', '1384') Truth=[0]
T('2304', '183') Truth=[0]
T('468', '495') Truth=[0]
T('1497', '991') Truth=[0.59]
T('2304', '185') Truth=[0]
T('3458', '3920') Truth=[0.59]
T('1249', '1280') Truth=[0]
T('2807', '3868') Truth=[0.59]
T('4467', '2025') Truth=[0.59]
T('2900', '2390') Truth=[0.59]
T('4298', '2346') Truth=[0]
T('2533', '1834') Truth=[0.59]
T('572', '3409') Truth=[0]
T('779', '4112') Truth=[0]
T('2329', '3419') Truth=[0]
T('3333', '1970') Truth=[0.59]
T('3333', '1971') Truth=[0.59]
T('1000', '4655') Truth=[0.59]
T('3333', '1972') Truth=[0.59]
T('3124', '2279') Truth=[0.59]
T('4568', '4453') Truth=[0]
T('1676', '2826') Truth=[0.15]
T('1671', '1554') Truth=[0.59]
T('1676', '2827') Truth=[0.15]
T('3720', '3543') Truth=[0.59]
T('3026', '3851') Truth=[0]
T('3406', '4215') Truth=[0.59]
T('3435', '1673') Truth=[0.59]
T('551', '1068') Truth=[0.59]
T('2966', '4245') Truth=[0]
T('46', '45') Truth=[0]
T('1192', '1060') Truth=[0.59]
T('1192', '1062') Truth=[0.59]
T('1849', '495') Truth=[0.59]
T('1192', '1065') Truth=[0.59]
T('4927', '1578') Truth=[0.59]
T('410', '1816') Truth=[0]
T('2230', '2311') Truth=[0.59]
T('1111', '4203') Truth=[0.59]
T('2222', '3780') Truth=[0.59]
T('2671', '223') Truth=[0]
T('4936', '1430') Truth=[0]
T('1769', '2662') Truth=[0]
T('2963', '4291') Truth=[0.59]
T('2184', '4613') Truth=[0]
T('4347', '1370') Truth=[0]
T('1992', '3050') Truth=[0.59]
T('2230', '3658') Truth=[0.59]
T('403', '1923') Truth=[0.59]
T('1769', '2660') Truth=[0]
T('463', '3835') Truth=[0.59]
T('2230', '3659') Truth=[0.59]
T('402', '1937') Truth=[0]
T('4412', '1422') Truth=[0]
T('2527', '1983') Truth=[0.04]
T('1674', '2826') Truth=[0.04]
T('4141', '1978') Truth=[0]
T('2389', '971') Truth=[0.31]
T('1422', '4923') Truth=[0]
T('1674', '2827') Truth=[0.04]
T('2389', '972') Truth=[0.29]
T('686', '4301') Truth=[0]
T('625', '3737') Truth=[0]
T('3757', '4464') Truth=[0.59]
T('575', '3410') Truth=[0.59]
T('3005', '2797') Truth=[0.59]
T('1796', '3611') Truth=[0]
T('3645', '2250') Truth=[0]
T('1571', '1875') Truth=[0.59]
T('3112', '232') Truth=[0]
T('631', '3612') Truth=[0]
T('3758', '3135') Truth=[0]
T('1733', '1730') Truth=[0.59]
T('1183', '13') Truth=[0.59]
T('3487', '1027') Truth=[0.59]
T('2671', '273') Truth=[0.11]
T('2671', '271') Truth=[0.11]
T('3104', '18') Truth=[0.59]
T('2667', '17') Truth=[0]
T('937', '4096') Truth=[0.59]
T('1359', '2236') Truth=[0]
T('1733', '1729') Truth=[0.59]
T('4520', '2316') Truth=[0.59]
T('2143', '356') Truth=[0]
T('2679', '2374') Truth=[0.59]
T('4270', '493') Truth=[0.59]
T('2650', '3925') Truth=[0]
T('3771', '4234') Truth=[0]
T('4434', '338') Truth=[0]
T('4407', '2820') Truth=[0.59]
T('1565', '1967') Truth=[0]
T('3808', '2147') Truth=[0]
T('3200', '4802') Truth=[0.42]
T('4210', '4212') Truth=[0.59]
T('4274', '450') Truth=[0]
T('2863', '4520') Truth=[0]
T('4434', '341') Truth=[0]
T('2744', '3774') Truth=[0]
T('1249', '1328') Truth=[0]
T('2644', '2712') Truth=[0.59]
T('4992', '4660') Truth=[0]
T('4626', '4625') Truth=[0.59]
T('4666', '4194') Truth=[0]
T('4626', '4621') Truth=[0.59]
T('3772', '4234') Truth=[0]
T('1670', '1588') Truth=[0.49]
T('1327', '495') Truth=[0]
T('1177', '1253') Truth=[0]
T('2147', '2444') Truth=[0]
T('3592', '3261') Truth=[0.59]
T('3122', '3537') Truth=[0.19]
T('582', '2002') Truth=[0.37]
T('1985', '3129') Truth=[0.59]
T('1329', '1280') Truth=[0]
T('3965', '2808') Truth=[0.59]
T('625', '2443') Truth=[0]
T('3104', '1175') Truth=[0.59]
T('450', '534') Truth=[0]
T('781', '1852') Truth=[0]
T('2215', '3809') Truth=[0.59]
T('2991', '2994') Truth=[0]
T('2609', '1899') Truth=[0]
T('843', '4267') Truth=[0]
T('4078', '4075') Truth=[0]
T('3535', '3974') Truth=[0.59]
T('3049', '2290') Truth=[0]
T('631', '4985') Truth=[0]
T('1177', '1245') Truth=[0]
T('2011', '4014') Truth=[0]
T('1177', '1249') Truth=[0]
T('4558', '4532') Truth=[0.59]
T('544', '369') Truth=[0]
T('3175', '4249') Truth=[0]
T('4621', '4625') Truth=[0.59]
T('1176', '1253') Truth=[0]
T('1176', '1245') Truth=[0]
T('2480', '2819') Truth=[0.59]
T('2152', '2367') Truth=[0.59]
T('1176', '1249') Truth=[0]
T('1924', '1209') Truth=[0]
T('1499', '4076') Truth=[0.59]
T('1438', '2175') Truth=[0.59]
T('4287', '2456') Truth=[0]
T('4298', '4944') Truth=[0.37]
T('1041', '4117') Truth=[0]
T('1978', '4558') Truth=[0.59]
T('4195', '3921') Truth=[0]
T('4990', '4660') Truth=[0]
T('715', '116') Truth=[0]
T('1250', '3817') Truth=[0.59]
T('2690', '2127') Truth=[0.33]
T('3448', '654') Truth=[0.59]
T('4195', '3923') Truth=[0.59]
T('2641', '2709') Truth=[0]
T('3487', '1004') Truth=[0.59]
T('44', '1217') Truth=[0.59]
T('582', '3340') Truth=[0.17]
T('3533', '1374') Truth=[0]
T('3639', '1031') Truth=[0]
T('3749', '3260') Truth=[0]
T('4375', '135') Truth=[0.59]
T('1185', '2410') Truth=[0]
T('2994', '2991') Truth=[0]
T('1583', '843') Truth=[0]
T('1083', '2780') Truth=[0.59]
T('2781', '3260') Truth=[0.59]
T('2952', '4317') Truth=[0.59]
T('1089', '2712') Truth=[0.59]
T('4508', '46') Truth=[0.59]
T('1992', '3047') Truth=[0.59]
T('3739', '2014') Truth=[0]
T('3639', '4943') Truth=[0]
T('3678', '3198') Truth=[0]
T('2389', '968') Truth=[0.13]
T('1984', '3172') Truth=[0.59]
T('3524', '2772') Truth=[0.42]
T('2902', '0') Truth=[0]
T('4956', '2491') Truth=[0]
T('4948', '402') Truth=[0]
T('4195', '495') Truth=[0.59]
T('1179', '1257') Truth=[0.59]
T('205', '3489') Truth=[0.06]
T('3220', '3252') Truth=[0.59]
T('221', '4546') Truth=[0.07]
T('4956', '2495') Truth=[0]
T('3070', '3208') Truth=[0]
T('1177', '1280') Truth=[0]
T('3264', '1833') Truth=[0]
T('4936', '598') Truth=[0.49]
T('3641', '2242') Truth=[0.59]
T('4551', '3273') Truth=[0]
T('2312', '3547') Truth=[0.59]
T('111', '1019') Truth=[0.59]
T('3487', '3612') Truth=[0]
T('1840', '3905') Truth=[0.59]
T('1176', '1280') Truth=[0]
T('4922', '2844') Truth=[0]
T('1748', '708') Truth=[0.59]
T('3739', '2039') Truth=[0.59]
T('468', '2577') Truth=[0.59]
T('4350', '3833') Truth=[0]
T('3739', '2038') Truth=[0.59]
T('2098', '2102') Truth=[0.59]
T('3641', '2253') Truth=[0.19]
T('2098', '2103') Truth=[0.59]
T('2098', '2100') Truth=[0.59]
T('2098', '2101') Truth=[0.59]
T('3318', '3076') Truth=[0]
T('111', '1000') Truth=[0.59]
T('3739', '2042') Truth=[0.59]
T('4267', '1399') Truth=[0]
T('3739', '2041') Truth=[0.59]
T('875', '846') Truth=[0]
T('1331', '322') Truth=[0.23]
T('3805', '3426') Truth=[0.59]
T('4836', '876') Truth=[0.59]
T('4657', '4322') Truth=[0.59]
T('4251', '778') Truth=[0.59]
T('3465', '1353') Truth=[0.59]
T('3096', '3098') Truth=[0.11]
T('454', '442') Truth=[0.59]
T('2035', '2938') Truth=[0.59]
T('3096', '3097') Truth=[0.59]
T('4251', '776') Truth=[0.59]
T('4221', '1965') Truth=[0]
T('2197', '4559') Truth=[0]
T('2671', '2444') Truth=[0.11]
T('293', '569') Truth=[0]
T('3363', '2971') Truth=[0.59]
T('1974', '3333') Truth=[0.59]
T('3096', '3095') Truth=[0.59]
T('3096', '3094') Truth=[0.59]
T('249', '1990') Truth=[0.59]
T('3097', '3094') Truth=[0.59]
T('3640', '2326') Truth=[0]
T('4276', '2630') Truth=[0]
T('3097', '3098') Truth=[0.11]
T('453', '442') Truth=[0.59]
T('2491', '610') Truth=[0.02]
T('3097', '3095') Truth=[0.59]
T('1413', '28') Truth=[0.59]
T('2456', '1921') Truth=[0.14]
T('746', '4450') Truth=[0.59]
T('1801', '1877') Truth=[0]
T('293', '560') Truth=[0]
T('3047', '0') Truth=[0.59]
T('2261', '4642') Truth=[0]
T('1440', '2149') Truth=[0.59]
T('1964', '2149') Truth=[0]
T('1601', '3355') Truth=[0.59]
T('3098', '3097') Truth=[0.59]
T('3098', '3095') Truth=[0.59]
T('3467', '1353') Truth=[0.59]
T('3098', '3094') Truth=[0.59]
T('2490', '610') Truth=[0.02]
T('4194', '598') Truth=[0]
T('1443', '3442') Truth=[0]
T('1443', '3441') Truth=[0]
T('3683', '3198') Truth=[0.59]
T('556', '178') Truth=[0.59]
T('3423', '1822') Truth=[0.59]
T('2753', '205') Truth=[0]
T('2039', '2916') Truth=[0]
T('3275', '4024') Truth=[0.59]
T('4227', '4198') Truth=[0]
T('3275', '4029') Truth=[0.05]
T('3487', '273') Truth=[0.59]
T('3487', '271') Truth=[0.59]
T('3318', '3156') Truth=[0]
T('4330', '1557') Truth=[0]
T('293', '572') Truth=[0]
T('2422', '3206') Truth=[0]
T('1800', '1877') Truth=[0]
T('1250', '495') Truth=[0.59]
T('748', '4450') Truth=[0.59]
T('1317', '1477') Truth=[0.59]
T('455', '442') Truth=[0.59]
T('4270', '500') Truth=[0.59]
T('1443', '3423') Truth=[0]
T('2682', '2308') Truth=[0]
T('3645', '3612') Truth=[0]
T('4971', '2335') Truth=[0]
T('4226', '4198') Truth=[0.59]
T('3029', '433') Truth=[0.59]
T('1975', '2039') Truth=[0]
T('3564', '2384') Truth=[0]
T('1557', '4355') Truth=[0]
T('1970', '2092') Truth=[0.59]
T('498', '4705') Truth=[0.25]
T('2077', '3773') Truth=[0]
T('2914', '149') Truth=[0.59]
T('3093', '3094') Truth=[0.59]
T('2462', '4035') Truth=[0.59]
T('1646', '1983') Truth=[0.04]
T('541', '2443') Truth=[0.59]
T('2706', '1656') Truth=[0]
T('2556', '2935') Truth=[0]
T('4958', '3852') Truth=[0]
T('2643', '694') Truth=[0.59]
T('3565', '2384') Truth=[0]
T('2241', '2256') Truth=[0]
T('4273', '2629') Truth=[0.59]
T('2031', '2952') Truth=[0.59]
T('2913', '149') Truth=[0.59]
T('387', '93') Truth=[0]
T('271', '2976') Truth=[0.59]
T('1177', '1328') Truth=[0]
T('3475', '3826') Truth=[0.59]
T('520', '524') Truth=[0.59]
T('3093', '3098') Truth=[0.11]
T('3093', '3097') Truth=[0.59]
T('2495', '610') Truth=[0.59]
T('3093', '3095') Truth=[0.59]
T('4273', '2630') Truth=[0]
T('13', '2804') Truth=[0.59]
T('13', '2803') Truth=[0.59]
T('2346', '3261') Truth=[0.59]
T('4474', '2081') Truth=[0.59]
T('3155', '4569') Truth=[0.59]
T('1019', '4590') Truth=[0.59]
T('3362', '1626') Truth=[0.59]
T('694', '4193') Truth=[0.59]
T('4474', '2080') Truth=[0.59]
T('4273', '2634') Truth=[0.59]
T('1176', '1323') Truth=[0.59]
T('1176', '1328') Truth=[0]
T('631', '116') Truth=[0]
T('225', '4493') Truth=[0.59]
T('3094', '3097') Truth=[0.59]
T('3094', '3095') Truth=[0.59]
T('3362', '2962') Truth=[0.59]
T('1557', '4330') Truth=[0]
T('3094', '3098') Truth=[0.11]
T('3422', '4070') Truth=[0.59]
T('4126', '3103') Truth=[0.59]
T('2744', '48') Truth=[0]
T('3464', '2689') Truth=[0.59]
T('2147', '3808') Truth=[0]
T('2755', '205') Truth=[0.59]
T('2456', '1904') Truth=[0.15]
T('4382', '2235') Truth=[0]
T('2659', '2662') Truth=[0]
T('2743', '392') Truth=[0.59]
T('2753', '2389') Truth=[0]
T('3422', '4011') Truth=[0.59]
T('544', '1123') Truth=[0]
T('1215', '1714') Truth=[0.59]
T('3422', '4019') Truth=[0.59]
T('1215', '1716') Truth=[0.59]
T('1215', '1719') Truth=[0.59]
T('1215', '1718') Truth=[0.59]
T('1476', '3074') Truth=[0]
T('2484', '1582') Truth=[0.59]
T('2147', '19') Truth=[0]
T('4950', '2578') Truth=[0.59]
T('1188', '324') Truth=[0]
T('3844', '4301') Truth=[0]
T('3556', '2472') Truth=[0]
T('2179', '2110') Truth=[0.59]
T('1801', '1800') Truth=[0.59]
T('3441', '718') Truth=[0]
T('2773', '3403') Truth=[0]
T('334', '1818') Truth=[0.59]
T('334', '1819') Truth=[0.59]
T('2753', '2390') Truth=[0]
T('334', '1817') Truth=[0.59]
T('3189', '4198') Truth=[0.59]
T('1475', '3074') Truth=[0.59]
T('4350', '446') Truth=[0]
T('2709', '2917') Truth=[0]
T('1937', '1188') Truth=[0]
T('2206', '526') Truth=[0.59]
T('2709', '2912') Truth=[0]
T('3262', '4137') Truth=[0.59]
T('3303', '3274') Truth=[0]
T('4047', '3172') Truth=[0.59]
T('2916', '3581') Truth=[0]
T('4151', '1872') Truth=[0]
T('3506', '1746') Truth=[0.59]
T('2618', '980') Truth=[0.59]
T('3510', '2989') Truth=[0.59]
T('2682', '140') Truth=[0.44]
T('2134', '3949') Truth=[0.59]
T('551', '0') Truth=[0.59]
T('3029', '1237') Truth=[0]
T('3030', '1195') Truth=[0.59]
T('3645', '116') Truth=[0]
T('3719', '3689') Truth=[0.59]
T('3719', '3687') Truth=[0.59]
T('3719', '3686') Truth=[0.59]
T('1800', '1801') Truth=[0]
T('1703', '4306') Truth=[0.59]
T('4284', '65') Truth=[0.59]
T('2708', '2945') Truth=[0.59]
T('459', '495') Truth=[0.59]
T('1796', '3636') Truth=[0]
T('501', '2931') Truth=[0]
T('4014', '3519') Truth=[0.59]
T('2900', '205') Truth=[0.59]
T('4938', '1476') Truth=[0]
T('2755', '2390') Truth=[0.33]
T('4938', '1478') Truth=[0]
T('3719', '3699') Truth=[0.59]
T('3026', '1296') Truth=[0.59]
T('3719', '3698') Truth=[0.59]
T('3719', '3697') Truth=[0.59]
T('3719', '3696') Truth=[0.59]
T('3026', '1297') Truth=[0]
T('140', '4533') Truth=[0]
T('3542', '409') Truth=[0.59]
T('849', '1977') Truth=[0.59]
T('3472', '2501') Truth=[0]
T('1336', '41') Truth=[0.59]
T('450', '2618') Truth=[0.59]
T('2143', '3813') Truth=[0]
T('1371', '2035') Truth=[0.59]
T('4114', '3236') Truth=[0]
T('176', '1912') Truth=[0.59]
T('1433', '3501') Truth=[0.59]
T('2570', '579') Truth=[0.59]
T('3719', '3694') Truth=[0.59]
T('2570', '576') Truth=[0.59]
T('3719', '3690') Truth=[0.59]
T('1005', '3329') Truth=[0]
T('2230', '3661') Truth=[0.59]
