--- Atoms: 
T('2874', '1697') Truth=[0]
T('3487', '604') Truth=[0.59]
T('4350', '3441') Truth=[0]
T('450', '3523') Truth=[0]
T('2335', '3790') Truth=[0]
T('2772', '88') Truth=[0]
T('3425', '2686') Truth=[0]
T('4245', '3817') Truth=[0]
T('1594', '4218') Truth=[0]
T('3200', '2658') Truth=[0.59]
T('967', '3689') Truth=[0.59]
T('1594', '4217') Truth=[0]
T('1594', '4216') Truth=[0]
T('2420', '127') Truth=[0]
T('4936', '4935') Truth=[0]
T('4915', '4305') Truth=[0.59]
T('3252', '3370') Truth=[0.59]
T('629', '2818') Truth=[0.59]
T('2390', '447') Truth=[0.07]
T('4041', '4042') Truth=[0]
T('1976', '238') Truth=[0.59]
T('3419', '1478') Truth=[0]
T('2287', '3457') Truth=[0.59]
T('3419', '1479') Truth=[0]
T('4068', '1579') Truth=[0]
T('2448', '2007') Truth=[0]
T('1387', '175') Truth=[0.59]
T('3556', '1562') Truth=[0]
T('1581', '3077') Truth=[0]
T('3419', '1476') Truth=[0]
T('2289', '2103') Truth=[0.59]
T('1765', '3564') Truth=[0.59]
T('3905', '1840') Truth=[0.59]
T('3524', '4139') Truth=[0]
T('123', '495') Truth=[0.59]
T('1583', '4382') Truth=[0]
T('726', '1244') Truth=[0]
T('1576', '578') Truth=[0.59]
T('4063', '722') Truth=[0.59]
T('4206', '3493') Truth=[0.59]
T('2044', '1057') Truth=[0.59]
T('2781', '1990') Truth=[0]
T('2486', '250') Truth=[0]
T('2633', '2444') Truth=[0]
T('1806', '1369') Truth=[0.59]
T('205', '2533') Truth=[0]
T('2390', '440') Truth=[0.07]
T('1237', '4971') Truth=[0.59]
T('2637', '1954') Truth=[0]
T('12', '2496') Truth=[0.59]
T('625', '1554') Truth=[0]
T('1908', '4175') Truth=[0]
T('3422', '1348') Truth=[0.59]
T('12', '2491') Truth=[0]
T('12', '2490') Truth=[0.59]
T('3422', '1343') Truth=[0.59]
T('4865', '4888') Truth=[0.59]
T('4865', '4887') Truth=[0.59]
T('3274', '3921') Truth=[0.59]
T('3372', '3679') Truth=[0]
T('4915', '3881') Truth=[0.59]
T('2682', '590') Truth=[0.59]
T('207', '1207') Truth=[0.59]
T('2262', '260') Truth=[0]
T('4865', '4879') Truth=[0.59]
T('4865', '4878') Truth=[0.59]
T('3422', '1350') Truth=[0.59]
T('4451', '4449') Truth=[0.59]
T('1215', '495') Truth=[0]
T('967', '3698') Truth=[0.59]
T('2335', '2410') Truth=[0]
T('967', '3699') Truth=[0.59]
T('1908', '4164') Truth=[0]
T('1860', '1500') Truth=[0.59]
T('4865', '4870') Truth=[0.59]
T('559', '1497') Truth=[0]
T('967', '3694') Truth=[0.59]
T('967', '3695') Truth=[0.59]
T('3400', '3399') Truth=[0.59]
T('4865', '4875') Truth=[0.59]
T('4227', '2734') Truth=[0]
T('2753', '2755') Truth=[0]
T('967', '3691') Truth=[0.59]
T('603', '2250') Truth=[0]
T('4360', '2875') Truth=[0]
T('3422', '1349') Truth=[0.59]
T('2744', '1579') Truth=[0]
T('3066', '4224') Truth=[0.59]
T('3106', '3379') Truth=[0.59]
T('2443', '4678') Truth=[0.59]
T('4836', '4384') Truth=[0.59]
T('1562', '1521') Truth=[0.59]
T('4026', '312') Truth=[0.59]
T('3515', '4247') Truth=[0]
T('4026', '314') Truth=[0.59]
T('2390', '4391') Truth=[0.59]
T('185', '1423') Truth=[0]
T('1093', '2207') Truth=[0]
T('3401', '3399') Truth=[0.59]
T('4559', '4112') Truth=[0]
T('3908', '102') Truth=[0]
T('2754', '2752') Truth=[0.59]
T('2441', '3370') Truth=[0.59]
T('218', '3722') Truth=[0.59]
T('1969', '56') Truth=[0.59]
T('3556', '1521') Truth=[0]
T('463', '3404') Truth=[0]
T('4389', '4388') Truth=[0]
T('3953', '1237') Truth=[0]
T('40', '1688') Truth=[0.59]
T('1956', '2637') Truth=[0]
T('185', '1410') Truth=[0]
T('3040', '1400') Truth=[0.59]
T('4865', '4892') Truth=[0.59]
T('4388', '4389') Truth=[0]
T('4865', '4894') Truth=[0.59]
T('4584', '3316') Truth=[0]
T('2390', '477') Truth=[0.07]
T('3487', '628') Truth=[0]
T('653', '63') Truth=[0.59]
T('2755', '2753') Truth=[0.02]
T('4920', '2460') Truth=[0]
T('4479', '1992') Truth=[0.59]
T('2299', '2875') Truth=[0]
T('1237', '2355') Truth=[0]
T('2690', '3023') Truth=[0.59]
T('1237', '2353') Truth=[0]
T('847', '3339') Truth=[0.59]
T('2136', '2138') Truth=[0]
T('1336', '3339') Truth=[0.59]
T('4987', '2530') Truth=[0.59]
T('3758', '3564') Truth=[0]
T('301', '140') Truth=[0]
T('2192', '4093') Truth=[0]
T('271', '463') Truth=[0]
T('4546', '4245') Truth=[0]
T('1035', '2077') Truth=[0]
T('3467', '3471') Truth=[0]
T('4865', '4842') Truth=[0.59]
T('3467', '3470') Truth=[0.59]
T('223', '3645') Truth=[0.59]
T('4865', '4841') Truth=[0.59]
T('1956', '495') Truth=[0.59]
T('4865', '4844') Truth=[0.59]
T('3467', '3472') Truth=[0.59]
T('3579', '4343') Truth=[0.59]
T('2155', '1466') Truth=[0]
T('2155', '1467') Truth=[0]
T('2136', '2141') Truth=[0]
T('2136', '2142') Truth=[0]
T('2690', '1258') Truth=[0.59]
T('2201', '2200') Truth=[0]
T('4836', '4351') Truth=[0.59]
T('3881', '1198') Truth=[0]
T('187', '1410') Truth=[0]
T('4729', '4732') Truth=[0.59]
T('1579', '4405') Truth=[0]
T('1584', '4303') Truth=[0.59]
T('4865', '4839') Truth=[0.59]
T('4865', '4838') Truth=[0.59]
T('2671', '628') Truth=[0]
T('2540', '424') Truth=[0.59]
T('3741', '244') Truth=[0]
T('4865', '4831') Truth=[0.59]
T('4865', '4830') Truth=[0.59]
T('968', '2390') Truth=[0]
T('4729', '4730') Truth=[0.59]
T('2961', '3370') Truth=[0.59]
T('2671', '631') Truth=[0]
T('1676', '4165') Truth=[0]
T('4018', '402') Truth=[0.49]
T('1048', '4525') Truth=[0]
T('4636', '1852') Truth=[0]
T('472', '1564') Truth=[0.59]
T('4506', '1644') Truth=[0]
T('3238', '3520') Truth=[0]
T('4506', '1643') Truth=[0]
T('4350', '1666') Truth=[0]
T('4226', '2734') Truth=[0.59]
T('2179', '368') Truth=[0]
T('860', '544') Truth=[0]
T('1739', '1257') Truth=[0.59]
T('2176', '57') Truth=[0.59]
T('967', '4138') Truth=[0.59]
T('2138', '2136') Truth=[0]
T('3422', '2655') Truth=[0.59]
T('3054', '3053') Truth=[0.59]
T('273', '463') Truth=[0]
T('189', '1410') Truth=[0]
T('4865', '4862') Truth=[0.59]
T('1188', '1547') Truth=[0]
T('823', '1854') Truth=[0.59]
T('4865', '4861') Truth=[0.59]
T('1659', '495') Truth=[0.59]
T('3054', '3057') Truth=[0.59]
T('1036', '754') Truth=[0.59]
T('3054', '3055') Truth=[0.59]
T('2443', '4640') Truth=[0]
T('402', '1547') Truth=[0]
T('2932', '1948') Truth=[0]
T('4836', '4372') Truth=[0.59]
T('3935', '4516') Truth=[0]
T('1802', '1338') Truth=[0.59]
T('1908', '4988') Truth=[0]
T('2627', '372') Truth=[0]
T('4044', '2212') Truth=[0]
T('3892', '0') Truth=[0.59]
T('860', '533') Truth=[0]
T('2138', '2141') Truth=[0]
T('2308', '4533') Truth=[0]
T('2138', '2142') Truth=[0]
T('4865', '4851') Truth=[0.59]
T('3054', '3062') Truth=[0.59]
T('87', '312') Truth=[0.12]
T('4865', '4850') Truth=[0.59]
T('3054', '3061') Truth=[0.59]
T('4865', '4853') Truth=[0.59]
T('87', '314') Truth=[0.12]
T('3422', '3992') Truth=[0.59]
T('4865', '4855') Truth=[0.59]
T('3054', '3058') Truth=[0]
T('2155', '4529') Truth=[0]
T('1964', '349') Truth=[0]
T('4164', '1260') Truth=[0.59]
T('2633', '267') Truth=[0]
T('4278', '3447') Truth=[0.59]
T('2486', '4189') Truth=[0]
T('4836', '4361') Truth=[0.59]
T('2642', '119') Truth=[0.59]
T('4169', '2535') Truth=[0]
T('4360', '1525') Truth=[0]
T('4169', '2536') Truth=[0]
T('3609', '4052') Truth=[0.46]
T('3609', '4051') Truth=[0.28]
T('4865', '4802') Truth=[0.59]
T('219', '1113') Truth=[0.59]
T('1943', '2772') Truth=[0]
T('4865', '4804') Truth=[0.59]
T('3767', '4705') Truth=[0]
T('3752', '2261') Truth=[0]
T('4865', '4808') Truth=[0.59]
T('485', '1427') Truth=[0]
T('641', '2699') Truth=[0.59]
T('2390', '428') Truth=[0.07]
T('4234', '498') Truth=[0]
T('3043', '3166') Truth=[0.59]
T('1943', '2773') Truth=[0]
T('4865', '4800') Truth=[0.59]
T('3752', '988') Truth=[0]
T('968', '205') Truth=[0.59]
T('3422', '3915') Truth=[0.59]
T('2642', '4055') Truth=[0.59]
T('2271', '2219') Truth=[0]
T('3222', '1043') Truth=[0]
T('2789', '2328') Truth=[0]
T('2307', '2789') Truth=[0]
T('1937', '1547') Truth=[0]
T('3592', '2383') Truth=[0]
T('1176', '2149') Truth=[0.59]
T('4412', '102') Truth=[0]
T('89', '312') Truth=[0]
T('145', '1906') Truth=[0.59]
T('1584', '4341') Truth=[0.59]
T('2549', '2547') Truth=[0]
T('89', '314') Truth=[0]
T('686', '2196') Truth=[0]
T('2733', '1661') Truth=[0.59]
T('3422', '3930') Truth=[0.59]
T('967', '4146') Truth=[0.59]
T('3768', '4705') Truth=[0]
T('625', '714') Truth=[0]
T('2039', '1975') Truth=[0]
T('2637', '4164') Truth=[0]
T('4836', '4305') Truth=[0.59]
T('1476', '3419') Truth=[0]
T('631', '603') Truth=[0]
T('369', '298') Truth=[0.59]
T('2321', '2546') Truth=[0.59]
T('3945', '3939') Truth=[0]
T('2321', '2545') Truth=[0.59]
T('3719', '3195') Truth=[0.59]
T('2549', '2550') Truth=[0.59]
T('426', '493') Truth=[0]
T('1198', '1430') Truth=[0]
T('3541', '2998') Truth=[0]
T('4865', '4824') Truth=[0.59]
T('205', '428') Truth=[0]
T('1434', '495') Truth=[0]
T('207', '401') Truth=[0.59]
T('3465', '3472') Truth=[0.59]
T('1471', '853') Truth=[0]
T('4282', '703') Truth=[0]
T('3769', '4705') Truth=[0]
T('2646', '115') Truth=[0]
T('3764', '4762') Truth=[0]
T('834', '1721') Truth=[0]
T('3073', '1009') Truth=[0]
T('2007', '3225') Truth=[0.59]
T('1990', '2192') Truth=[0]
T('463', '3487') Truth=[0]
T('3241', '3410') Truth=[0.59]
T('3764', '4757') Truth=[0]
T('3764', '4756') Truth=[0]
T('3422', '3937') Truth=[0.59]
T('1475', '3419') Truth=[0]
T('4249', '302') Truth=[0]
T('4249', '301') Truth=[0]
T('3111', '3200') Truth=[0.59]
T('3465', '3471') Truth=[0]
T('3465', '3470') Truth=[0.59]
T('643', '1357') Truth=[0]
T('2010', '572') Truth=[0]
T('4865', '4813') Truth=[0.59]
T('2394', '1244') Truth=[0.59]
T('2486', '211') Truth=[0]
T('4702', '232') Truth=[0]
T('2692', '3875') Truth=[0]
T('4865', '4810') Truth=[0.59]
T('631', '628') Truth=[0]
T('1013', '197') Truth=[0]
T('116', '2759') Truth=[0]
T('1013', '198') Truth=[0]
T('602', '4066') Truth=[0.33]
T('3895', '0') Truth=[0.59]
T('2010', '569') Truth=[0]
T('2911', '2615') Truth=[0.59]
T('1013', '192') Truth=[0]
T('4836', '4321') Truth=[0.59]
T('197', '1306') Truth=[0]
T('1013', '193') Truth=[0]
T('1296', '2499') Truth=[0]
T('2010', '560') Truth=[0]
T('3958', '3061') Truth=[0.59]
T('3958', '3062') Truth=[0.59]
T('2690', '3948') Truth=[0]
T('4139', '3403') Truth=[0]
T('544', '2851') Truth=[0.14]
T('4296', '2800') Truth=[0.59]
T('4023', '1244') Truth=[0]
T('3614', '2267') Truth=[0.59]
T('522', '2234') Truth=[0]
T('652', '3774') Truth=[0]
T('3808', '3925') Truth=[0]
T('87', '244') Truth=[0]
T('838', '2904') Truth=[0]
T('838', '2907') Truth=[0]
T('838', '2906') Truth=[0.17]
T('116', '1337') Truth=[0]
T('838', '2900') Truth=[0.17]
T('3351', '1347') Truth=[0.59]
T('1557', '849') Truth=[0]
T('1736', '2678') Truth=[0.59]
T('1863', '1593') Truth=[0]
T('2410', '1185') Truth=[0]
T('3863', '3225') Truth=[0]
T('1296', '3851') Truth=[0]
T('3958', '3057') Truth=[0.59]
T('4546', '1260') Truth=[0]
T('522', '2228') Truth=[0.17]
T('1375', '331') Truth=[0.59]
T('3958', '3058') Truth=[0]
T('4274', '3523') Truth=[0]
T('507', '2486') Truth=[0.42]
T('573', '4282') Truth=[0]
T('4561', '0') Truth=[0.59]
T('522', '2220') Truth=[0]
T('2634', '4273') Truth=[0.59]
T('1579', '2744') Truth=[0]
T('3771', '4705') Truth=[0]
T('1608', '2438') Truth=[0.59]
T('2781', '1176') Truth=[0]
T('3477', '2991') Truth=[0]
T('1036', '4753') Truth=[0.59]
T('3477', '2994') Truth=[0]
T('1040', '3336') Truth=[0]
T('4189', '211') Truth=[0.49]
T('3864', '3225') Truth=[0.59]
T('4836', '1350') Truth=[0.59]
T('4338', '278') Truth=[0.59]
T('491', '2550') Truth=[0]
T('116', '2650') Truth=[0]
T('1179', '1737') Truth=[0.59]
T('2637', '4245') Truth=[0]
T('3772', '4705') Truth=[0]
T('2096', '1347') Truth=[0.59]
T('819', '4936') Truth=[0.59]
T('89', '244') Truth=[0]
T('4865', '4905') Truth=[0.59]
T('1483', '2917') Truth=[0]
T('4188', '4175') Truth=[0.17]
T('4865', '4907') Truth=[0.59]
T('4164', '2637') Truth=[0]
T('2420', '0') Truth=[0.59]
T('2578', '1800') Truth=[0]
T('1634', '1625') Truth=[0.59]
T('3834', '4082') Truth=[0]
T('1796', '4568') Truth=[0]
T('3859', '2007') Truth=[0]
T('4430', '867') Truth=[0.59]
T('1704', '2198') Truth=[0.59]
T('1666', '4350') Truth=[0]
T('1025', '2248') Truth=[0.59]
T('522', '972') Truth=[0]
T('522', '971') Truth=[0]
T('522', '973') Truth=[0.59]
T('40', '781') Truth=[0]
T('4865', '4909') Truth=[0.59]
T('4865', '4908') Truth=[0.59]
T('1048', '2856') Truth=[0]
T('3198', '2727') Truth=[0.59]
T('2389', '2755') Truth=[0]
T('2620', '495') Truth=[0]
T('2897', '2023') Truth=[0.59]
T('4188', '4164') Truth=[0.59]
T('3545', '1707') Truth=[0.59]
T('2650', '978') Truth=[0]
T('3073', '2428') Truth=[0.59]
T('339', '3119') Truth=[0.59]
T('406', '1453') Truth=[0.59]
T('4430', '869') Truth=[0.59]
T('3631', '4674') Truth=[0.59]
T('3749', '1116') Truth=[0]
T('3754', '2343') Truth=[0.59]
T('3252', '2961') Truth=[0.59]
T('2869', '4189') Truth=[0]
T('3545', '1706') Truth=[0.59]
T('1964', '1283') Truth=[0]
T('573', '4292') Truth=[0]
T('522', '968') Truth=[0]
T('1964', '1280') Truth=[0]
T('1583', '4405') Truth=[0]
T('4093', '1253') Truth=[0]
T('2919', '565') Truth=[0]
T('140', '2308') Truth=[0]
T('1659', '594') Truth=[0.59]
T('747', '4010') Truth=[0.59]
T('1041', '754') Truth=[0]
T('1443', '4350') Truth=[0]
T('271', '3835') Truth=[0]
T('4382', '4405') Truth=[0]
T('4836', '2655') Truth=[0.59]
T('2110', '368') Truth=[0]
T('1702', '1700') Truth=[0.59]
T('726', '68') Truth=[0]
T('726', '69') Truth=[0]
T('2487', '2441') Truth=[0.11]
T('2196', '3684') Truth=[0]
T('1411', '1616') Truth=[0.59]
T('1884', '2637') Truth=[0]
T('279', '38') Truth=[0.59]
T('3332', '4659') Truth=[0.59]
T('3861', '3225') Truth=[0.59]
T('2671', '709') Truth=[0]
T('2070', '2056') Truth=[0.59]
T('3805', '3928') Truth=[0]
T('4093', '1245') Truth=[0]
T('4705', '3766') Truth=[0]
T('641', '405') Truth=[0]
T('4705', '3767') Truth=[0]
T('4093', '1249') Truth=[0]
T('475', '3236') Truth=[0.59]
T('1475', '4802') Truth=[0]
T('2358', '3553') Truth=[0.59]
T('2347', '206') Truth=[0.59]
T('4713', '2') Truth=[0.59]
T('3220', '2441') Truth=[0.59]
T('1306', '320') Truth=[0]
T('4705', '3771') Truth=[0]
T('4705', '3772') Truth=[0]
T('2529', '722') Truth=[0.59]
T('2932', '1177') Truth=[0]
T('3612', '2250') Truth=[0.59]
T('2932', '1176') Truth=[0]
T('3564', '685') Truth=[0]
T('2370', '2004') Truth=[0.59]
T('3985', '2218') Truth=[0.59]
T('2784', '3764') Truth=[0]
T('3856', '2007') Truth=[0]
T('4944', '3593') Truth=[0]
T('4944', '3592') Truth=[0]
T('1990', '2236') Truth=[0]
T('3514', '2512') Truth=[0]
T('2307', '2837') Truth=[0]
T('3921', '1697') Truth=[0]
T('3481', '1547') Truth=[0]
T('4024', '3875') Truth=[0]
T('244', '726') Truth=[0]
T('2781', '1143') Truth=[0]
T('2127', '3636') Truth=[0]
T('2690', '3929') Truth=[0.59]
T('4944', '3591') Truth=[0]
T('2329', '3074') Truth=[0]
T('4430', '821') Truth=[0.44]
T('2441', '2961') Truth=[0.59]
T('397', '2820') Truth=[0.59]
T('1258', '2196') Truth=[0]
T('4382', '1399') Truth=[0]
T('4093', '1280') Truth=[0]
T('726', '89') Truth=[0]
T('4836', '1349') Truth=[0.59]
T('1500', '1497') Truth=[0.59]
T('4836', '1348') Truth=[0.59]
T('4399', '3817') Truth=[0]
T('1666', '446') Truth=[0]
T('726', '87') Truth=[0]
T('4836', '1343') Truth=[0.59]
T('3034', '783') Truth=[0.59]
T('1297', '3851') Truth=[0]
T('1374', '385') Truth=[0]
T('3958', '3053') Truth=[0.59]
T('3475', '2993') Truth=[0.59]
T('3958', '3054') Truth=[0]
T('3958', '3055') Truth=[0.59]
T('4290', '2844') Truth=[0]
T('3881', '2558') Truth=[0.59]
T('4922', '4290') Truth=[0]
T('4023', '3875') Truth=[0]
T('726', '70') Truth=[0]
T('1041', '3336') Truth=[0.59]
T('2358', '982') Truth=[0.59]
T('4383', '1371') Truth=[0]
T('3749', '2409') Truth=[0]
T('1048', '1558') Truth=[0]
T('1898', '376') Truth=[0.59]
T('1446', '2587') Truth=[0.59]
T('3844', '2196') Truth=[0.59]
T('4836', '3992') Truth=[0.59]
T('875', '326') Truth=[0]
T('4026', '70') Truth=[0]
T('3426', '4447') Truth=[0.59]
T('2549', '491') Truth=[0]
T('1340', '2837') Truth=[0]
T('1176', '1701') Truth=[0.59]
T('2512', '2138') Truth=[0]
T('4836', '3937') Truth=[0.59]
T('1411', '2070') Truth=[0]
T('223', '116') Truth=[0]
T('4047', '4037') Truth=[0]
T('2689', '3164') Truth=[0.59]
T('1912', '176') Truth=[0.59]
T('2512', '2136') Truth=[0.59]
T('4047', '4033') Truth=[0]
T('4267', '197') Truth=[0]
T('1702', '872') Truth=[0.59]
T('1703', '2148') Truth=[0.59]
T('4234', '3118') Truth=[0]
T('1866', '2807') Truth=[0]
T('3422', '542') Truth=[0.59]
T('3678', '3670') Truth=[0]
T('4915', '4372') Truth=[0.59]
T('2440', '2917') Truth=[0]
T('4047', '4038') Truth=[0]
T('2781', '3749') Truth=[0]
T('2781', '2418') Truth=[0]
T('3002', '225') Truth=[0]
T('4529', '1466') Truth=[0]
T('3678', '3676') Truth=[0]
T('4026', '74') Truth=[0.59]
T('3678', '3677') Truth=[0]
T('3678', '3674') Truth=[0]
T('3678', '3675') Truth=[0]
T('1143', '1253') Truth=[0]
T('2512', '2141') Truth=[0.59]
T('1143', '1245') Truth=[0]
T('2512', '2142') Truth=[0.59]
T('1143', '1249') Truth=[0]
T('1143', '2579') Truth=[0.59]
T('2456', '3265') Truth=[0.59]
T('3172', '4720') Truth=[0.59]
T('1989', '4089') Truth=[0.59]
T('1703', '872') Truth=[0.59]
T('2896', '2898') Truth=[0]
T('2896', '2899') Truth=[0.59]
T('2056', '3595') Truth=[0.59]
T('3678', '3683') Truth=[0]
T('4836', '3930') Truth=[0.59]
T('3678', '3681') Truth=[0]
T('4915', '4361') Truth=[0.59]
T('3678', '3680') Truth=[0]
T('533', '853') Truth=[0.59]
T('4466', '3022') Truth=[0.59]
T('4267', '1852') Truth=[0]
T('4026', '89') Truth=[0.59]
T('1412', '3379') Truth=[0.59]
T('273', '3835') Truth=[0]
T('2420', '3613') Truth=[0]
T('2420', '3614') Truth=[0]
T('2420', '3615') Truth=[0]
T('2803', '2247') Truth=[0.59]
T('3750', '3636') Truth=[0]
T('4710', '5') Truth=[0]
T('2707', '41') Truth=[0]
T('68', '2692') Truth=[0]
T('3422', '3182') Truth=[0.59]
T('2609', '630') Truth=[0]
T('28', '4071') Truth=[0.59]
T('3566', '1497') Truth=[0.59]
T('1702', '2148') Truth=[0.59]
T('1865', '2807') Truth=[0]
T('1009', '2443') Truth=[0]
T('4046', '116') Truth=[0.49]
T('843', '1579') Truth=[0]
T('1884', '4399') Truth=[0]
T('2726', '4078') Truth=[0]
T('3524', '1943') Truth=[0]
T('1862', '2839') Truth=[0.59]
T('2726', '4075') Truth=[0.59]
T('1809', '4448') Truth=[0.59]
T('1565', '2856') Truth=[0]
T('4383', '2677') Truth=[0]
T('2659', '1769') Truth=[0]
T('3514', '3813') Truth=[0]
T('3614', '2212') Truth=[0]
T('4189', '1046') Truth=[0.41]
T('1908', '254') Truth=[0]
T('4189', '1044') Truth=[0.15]
T('2781', '1116') Truth=[0]
T('2547', '491') Truth=[0]
T('4714', '4935') Truth=[0.59]
T('4714', '4936') Truth=[0]
T('478', '652') Truth=[0]
T('2898', '2899') Truth=[0.23]
T('1009', '2428') Truth=[0]
T('4915', '4384') Truth=[0.59]
T('3749', '1990') Truth=[0]
T('4846', '94') Truth=[0]
T('2044', '1060') Truth=[0.59]
T('1657', '3153') Truth=[0.59]
T('2044', '1063') Truth=[0.59]
T('779', '4559') Truth=[0]
T('2044', '1065') Truth=[0.59]
T('1703', '2198') Truth=[0.59]
T('4061', '2047') Truth=[0.59]
T('4023', '68') Truth=[0]
T('4043', '4041') Truth=[0]
T('4043', '4042') Truth=[0.59]
T('876', '385') Truth=[0]
T('4023', '70') Truth=[0]
T('1581', '3972') Truth=[0]
T('462', '2947') Truth=[0.59]
T('493', '426') Truth=[0.42]
T('1087', '1086') Truth=[0.59]
T('1938', '2071') Truth=[0.59]
T('275', '2532') Truth=[0.59]
T('3380', '2296') Truth=[0.59]
T('69', '2692') Truth=[0.06]
T('1631', '1636') Truth=[0.59]
T('4024', '68') Truth=[0]
T('4024', '69') Truth=[0]
T('464', '2916') Truth=[0]
T('1869', '2807') Truth=[0]
T('3559', '1562') Truth=[0]
T('2271', '4082') Truth=[0]
T('205', '3807') Truth=[0]
T('4736', '2071') Truth=[0.59]
T('3148', '1100') Truth=[0.59]
T('87', '3741') Truth=[0]
T('1702', '2198') Truth=[0.59]
T('2348', '3638') Truth=[0]
T('1398', '3506') Truth=[0]
T('193', '3077') Truth=[0.19]
T('3684', '979') Truth=[0]
T('4915', '4321') Truth=[0.59]
T('1143', '1280') Truth=[0]
T('2627', '2583') Truth=[0]
T('1480', '2917') Truth=[0]
T('2620', '475') Truth=[0]
T('4164', '4399') Truth=[0]
T('1964', '1256') Truth=[0]
T('726', '3875') Truth=[0]
T('1964', '1253') Truth=[0]
T('1964', '1252') Truth=[0]
T('2277', '115') Truth=[0]
T('3524', '275') Truth=[0]
T('3025', '3433') Truth=[0]
T('1704', '872') Truth=[0.59]
T('4023', '87') Truth=[0]
T('4836', '3915') Truth=[0.59]
T('4546', '3817') Truth=[0]
T('4023', '89') Truth=[0]
T('1884', '495') Truth=[0.59]
T('4024', '70') Truth=[0]
T('4533', '2682') Truth=[0]
T('3817', '4245') Truth=[0]
T('3682', '2230') Truth=[0.59]
T('4915', '4351') Truth=[0.59]
T('838', '3413') Truth=[0.59]
T('3678', '3658') Truth=[0]
T('2491', '4956') Truth=[0]
T('2620', '468') Truth=[0]
T('3678', '3657') Truth=[0]
T('4670', '2773') Truth=[0]
T('1868', '2807') Truth=[0]
T('4670', '2772') Truth=[0]
T('1816', '410') Truth=[0]
T('2773', '2532') Truth=[0.59]
T('2720', '197') Truth=[0]
T('3464', '1754') Truth=[0.59]
T('1964', '1245') Truth=[0]
T('1964', '2579') Truth=[0]
T('2335', '1185') Truth=[0]
T('89', '3741') Truth=[0]
T('4024', '87') Truth=[0]
T('3808', '463') Truth=[0]
T('4024', '89') Truth=[0]
T('1492', '3297') Truth=[0.59]
T('2533', '2755') Truth=[0]
T('1964', '1249') Truth=[0]
T('3678', '3662') Truth=[0]
T('779', '4560') Truth=[0.59]
T('2744', '781') Truth=[0]
T('1796', '4512') Truth=[0.59]
T('2781', '2409') Truth=[0]
T('193', '495') Truth=[0.59]
T('3678', '3669') Truth=[0]
T('1565', '1558') Truth=[0]
T('2532', '2772') Truth=[0]
T('3678', '3667') Truth=[0]
T('4026', '69') Truth=[0]
T('2532', '2773') Truth=[0]
T('3834', '2271') Truth=[0]
T('1704', '2148') Truth=[0.59]
T('1566', '1545') Truth=[0]
T('610', '1699') Truth=[0]
T('4175', '4245') Truth=[0]
T('3442', '1666') Truth=[0]
T('846', '2338') Truth=[0]
T('534', '4274') Truth=[0]
T('3719', '3701') Truth=[0.59]
T('2042', '2014') Truth=[0]
T('2986', '4992') Truth=[0.59]
T('103', '1855') Truth=[0]
T('478', '4068') Truth=[0.59]
T('1975', '2916') Truth=[0]
T('1228', '2138') Truth=[0]
T('3769', '3118') Truth=[0]
T('1228', '2136') Truth=[0.59]
T('4915', '4888') Truth=[0.59]
T('4915', '4887') Truth=[0.59]
T('3719', '3705') Truth=[0.59]
T('4249', '1713') Truth=[0]
T('1211', '123') Truth=[0]
T('1009', '2974') Truth=[0]
T('1956', '1884') Truth=[0]
T('2040', '2041') Truth=[0]
T('369', '544') Truth=[0]
T('1036', '495') Truth=[0.59]
T('1407', '2673') Truth=[0]
T('3481', '324') Truth=[0]
T('4915', '4892') Truth=[0.59]
T('4155', '4151') Truth=[0]
T('275', '704') Truth=[0]
T('2771', '1769') Truth=[0]
T('1116', '1253') Truth=[0]
T('1922', '4472') Truth=[0.59]
T('1116', '1249') Truth=[0]
T('3719', '3712') Truth=[0.59]
T('3106', '424') Truth=[0.59]
T('4915', '4875') Truth=[0.59]
T('4046', '628') Truth=[0.59]
T('4278', '542') Truth=[0.59]
T('3719', '3718') Truth=[0.59]
T('4915', '4879') Truth=[0.59]
T('3454', '2823') Truth=[0]
T('4915', '4878') Truth=[0.59]
T('3719', '3715') Truth=[0.59]
T('3177', '3096') Truth=[0.59]
T('3177', '3097') Truth=[0.59]
T('3177', '3098') Truth=[0]
T('369', '533') Truth=[0]
T('3570', '3605') Truth=[0]
T('3177', '3095') Truth=[0.59]
T('1412', '3898') Truth=[0.59]
T('3270', '1004') Truth=[0.49]
T('1116', '1245') Truth=[0]
T('1459', '3374') Truth=[0.59]
T('2308', '4249') Truth=[0]
T('2532', '275') Truth=[0]
T('2042', '2038') Truth=[0.59]
T('1471', '533') Truth=[0]
T('306', '1299') Truth=[0.59]
T('2540', '139') Truth=[0.59]
T('2509', '1423') Truth=[0.59]
T('3805', '4028') Truth=[0]
T('2932', '2996') Truth=[0.59]
T('1176', '528') Truth=[0]
T('47', '1923') Truth=[0]
T('87', '1491') Truth=[0]
T('718', '3441') Truth=[0]
T('533', '369') Truth=[0]
T('4347', '1495') Truth=[0.59]
T('2042', '2041') Truth=[0.59]
T('4347', '1496') Truth=[0]
T('3805', '4024') Truth=[0]
T('2486', '2953') Truth=[0]
T('3805', '4026') Truth=[0]
T('2533', '1983') Truth=[0]
T('3564', '3740') Truth=[0]
T('1471', '544') Truth=[0]
