--- Atoms: 
T('3801', '7186') Truth=[0]
T('9403', '5595') Truth=[0.59]
T('5570', '2476') Truth=[0.59]
T('4337', '2267') Truth=[0.59]
T('6237', '6807') Truth=[0]
T('5740', '3535') Truth=[0]
T('801', '2171') Truth=[0.59]
T('4404', '3630') Truth=[0.59]
T('5572', '2441') Truth=[0]
T('3005', '3570') Truth=[0]
T('2472', '3758') Truth=[0.59]
T('9578', '8348') Truth=[0.59]
T('1732', '6070') Truth=[0.59]
T('3352', '7321') Truth=[0.59]
T('641', '3583') Truth=[0]
T('5844', '5843') Truth=[0]
T('701', '2415') Truth=[0]
T('2066', '8195') Truth=[0.59]
T('3009', '3565') Truth=[0]
T('3009', '3566') Truth=[0]
T('3093', '746') Truth=[0.59]
T('7559', '6944') Truth=[0.59]
T('7825', '5122') Truth=[0]
T('873', '891') Truth=[0]
T('5844', '5842') Truth=[0]
T('5779', '5780') Truth=[0]
T('7121', '1948') Truth=[0.59]
T('8853', '2078') Truth=[0.59]
T('7781', '7345') Truth=[0.59]
T('8646', '2746') Truth=[0.59]
T('4850', '148') Truth=[0.15]
T('8853', '2082') Truth=[0.36]
T('541', '1203') Truth=[0.59]
T('4829', '7471') Truth=[0]
T('9624', '6079') Truth=[0]
T('9636', '9880') Truth=[0]
T('2117', '8497') Truth=[0.59]
T('2117', '8495') Truth=[0.59]
T('2117', '8496') Truth=[0.59]
T('6319', '5482') Truth=[0.59]
T('2117', '8499') Truth=[0.59]
T('4184', '4893') Truth=[0.59]
T('541', '2526') Truth=[0.59]
T('1732', '6095') Truth=[0.59]
T('1732', '6096') Truth=[0.59]
T('9478', '341') Truth=[0.59]
T('4514', '4516') Truth=[0.59]
T('4514', '4517') Truth=[0.59]
T('4850', '9764') Truth=[0.59]
T('4514', '4518') Truth=[0.59]
T('7273', '2380') Truth=[0.59]
T('5273', '9076') Truth=[0.59]
T('3118', '5740') Truth=[0.59]
T('5734', '4922') Truth=[0]
T('5843', '5838') Truth=[0.59]
T('6288', '7505') Truth=[0]
T('8881', '6956') Truth=[0.59]
T('6553', '7025') Truth=[0.59]
T('6553', '7024') Truth=[0]
T('6553', '7022') Truth=[0.59]
T('887', '745') Truth=[0.59]
T('5842', '5844') Truth=[0.59]
T('5842', '5843') Truth=[0.59]
T('9307', '4511') Truth=[0]
T('2117', '9771') Truth=[0.59]
T('7552', '4342') Truth=[0]
T('944', '942') Truth=[0.59]
T('9982', '1322') Truth=[0.59]
T('1743', '285') Truth=[0]
T('5844', '5838') Truth=[0]
T('9651', '9649') Truth=[0.59]
T('8646', '1432') Truth=[0.59]
T('7282', '3541') Truth=[0]
T('5011', '7734') Truth=[0.59]
T('6561', '8212') Truth=[0]
T('8815', '2518') Truth=[0.59]
T('4730', '6346') Truth=[0.59]
T('5843', '5844') Truth=[0.59]
T('5843', '5842') Truth=[0]
T('9308', '4511') Truth=[0]
T('6818', '9227') Truth=[0.59]
T('3903', '1720') Truth=[0.17]
T('7436', '3541') Truth=[0]
T('9651', '9650') Truth=[0.59]
T('3004', '3571') Truth=[0]
T('3511', '8542') Truth=[0.59]
T('9309', '4511') Truth=[0]
T('647', '3548') Truth=[0.59]
T('7554', '4300') Truth=[0]
T('4731', '695') Truth=[0]
T('1592', '9821') Truth=[0.59]
T('3005', '3565') Truth=[0.09]
T('3005', '3566') Truth=[0.59]
T('2783', '4096') Truth=[0]
T('3005', '3568') Truth=[0.09]
T('3005', '3569') Truth=[0]
T('4447', '5762') Truth=[0]
T('1724', '6190') Truth=[0]
T('4447', '5761') Truth=[0]
T('3004', '3570') Truth=[0]
T('6392', '8443') Truth=[0]
T('9201', '3559') Truth=[0.59]
T('7331', '2524') Truth=[0.59]
T('3004', '3565') Truth=[0]
T('9409', '4252') Truth=[0.59]
T('3004', '3566') Truth=[0]
T('5445', '1766') Truth=[0.59]
T('3845', '1524') Truth=[0.59]
T('3004', '3568') Truth=[0]
T('3004', '3569') Truth=[0]
T('5842', '5838') Truth=[0.59]
T('382', '3996') Truth=[0.59]
T('8780', '5945') Truth=[0]
T('944', '939') Truth=[0.59]
T('4412', '1021') Truth=[0.59]
T('9007', '2992') Truth=[0.09]
T('6736', '9465') Truth=[0.59]
T('6736', '9467') Truth=[0.59]
T('6736', '9466') Truth=[0.23]
T('1085', '1082') Truth=[0.59]
T('5857', '5877') Truth=[0]
T('4590', '6366') Truth=[0.59]
T('8939', '2190') Truth=[0]
T('698', '6831') Truth=[0.59]
T('7559', '3172') Truth=[0.59]
T('3037', '5940') Truth=[0.59]
T('1492', '8980') Truth=[0]
T('642', '4839') Truth=[0.59]
T('6459', '492') Truth=[0]
T('6736', '9469') Truth=[0]
T('6736', '9468') Truth=[0.59]
T('8742', '2652') Truth=[0]
T('9736', '9738') Truth=[0.59]
T('5976', '992') Truth=[0]
T('7577', '6869') Truth=[0]
T('4471', '4289') Truth=[0.59]
T('4458', '3194') Truth=[0.59]
T('9008', '2992') Truth=[0.59]
T('8846', '1010') Truth=[0.59]
T('5133', '6033') Truth=[0.59]
T('2138', '8349') Truth=[0]
T('6522', '6219') Truth=[0.59]
T('7794', '6033') Truth=[0.59]
T('2817', '4717') Truth=[0]
T('1493', '6339') Truth=[0]
T('1429', '4511') Truth=[0]
T('475', '3721') Truth=[0.59]
T('3210', '5620') Truth=[0.59]
T('5856', '5861') Truth=[0]
T('1161', '2324') Truth=[0.17]
T('5857', '5859') Truth=[0.11]
T('9608', '5163') Truth=[0.59]
T('4679', '6287') Truth=[0.59]
T('2303', '9499') Truth=[0]
T('9009', '2992') Truth=[0.59]
T('4349', '3583') Truth=[0.59]
T('1153', '1139') Truth=[0]
T('4595', '7612') Truth=[0]
T('4748', '699') Truth=[0]
T('1422', '4592') Truth=[0.59]
T('5857', '5861') Truth=[0]
T('5856', '5877') Truth=[0]
T('6476', '9811') Truth=[0]
T('2497', '4928') Truth=[0.23]
T('6233', '3049') Truth=[0.59]
T('4635', '5441') Truth=[0]
T('1166', '3602') Truth=[0]
T('8631', '1793') Truth=[0.42]
T('6624', '8554') Truth=[0.59]
T('1486', '5141') Truth=[0]
T('6829', '9288') Truth=[0.59]
T('9609', '5163') Truth=[0]
T('7414', '3901') Truth=[0.59]
T('2138', '8368') Truth=[0.59]
T('4922', '8619') Truth=[0.59]
T('5079', '9778') Truth=[0.59]
T('2484', '3799') Truth=[0]
T('7295', '3567') Truth=[0]
T('6021', '2424') Truth=[0.59]
T('8134', '7667') Truth=[0]
T('5689', '4748') Truth=[0]
T('541', '3834') Truth=[0.59]
T('4692', '7353') Truth=[0.59]
T('2526', '2866') Truth=[0.59]
T('3741', '9046') Truth=[0]
T('6828', '9288') Truth=[0.59]
T('3741', '9044') Truth=[0.15]
T('2367', '2962') Truth=[0.42]
T('8738', '2788') Truth=[0.59]
T('4034', '1932') Truth=[0]
T('873', '874') Truth=[0.59]
T('3458', '7150') Truth=[0.59]
T('5243', '9548') Truth=[0.59]
T('6476', '9807') Truth=[0]
T('8798', '3367') Truth=[0.59]
T('6476', '9808') Truth=[0]
T('1749', '9987') Truth=[0.59]
T('8135', '7667') Truth=[0]
T('1493', '7612') Truth=[0.59]
T('1754', '8551') Truth=[0.59]
T('2871', '6624') Truth=[0]
T('3458', '7147') Truth=[0.59]
T('380', '3968') Truth=[0.59]
T('4506', '3499') Truth=[0.59]
T('3128', '3119') Truth=[0.59]
T('6985', '52') Truth=[0]
T('5856', '5859') Truth=[0.59]
T('650', '3421') Truth=[0.59]
T('5856', '5857') Truth=[0]
T('5903', '3543') Truth=[0]
T('1083', '1082') Truth=[0]
T('7230', '1694') Truth=[0.59]
T('2858', '6891') Truth=[0.59]
T('430', '2925') Truth=[0.59]
T('1494', '7612') Truth=[0]
T('9199', '5527') Truth=[0.59]
T('9634', '467') Truth=[0.59]
T('8136', '7667') Truth=[0]
T('7295', '3548') Truth=[0.59]
T('4848', '9977') Truth=[0]
T('382', '3903') Truth=[0]
T('1084', '1082') Truth=[0]
T('6827', '9288') Truth=[0.59]
T('949', '5296') Truth=[0.59]
T('6296', '7550') Truth=[0.59]
T('7680', '6464') Truth=[0.59]
T('3413', '7667') Truth=[0]
T('2019', '6256') Truth=[0.59]
T('302', '9313') Truth=[0.59]
T('5734', '2459') Truth=[0]
T('8312', '9952') Truth=[0]
T('7937', '6156') Truth=[0.59]
T('5971', '7969') Truth=[0.59]
T('1096', '2232') Truth=[0]
T('4252', '3740') Truth=[0]
T('4848', '9981') Truth=[0]
T('4789', '7155') Truth=[0.15]
T('3354', '6159') Truth=[0.59]
T('270', '1711') Truth=[0.59]
T('1084', '1083') Truth=[0]
T('9635', '467') Truth=[0.59]
T('4459', '4456') Truth=[0]
T('5142', '9815') Truth=[0]
T('3099', '844') Truth=[0]
T('6455', '6113') Truth=[0.59]
T('5857', '5818') Truth=[0]
T('5857', '5817') Truth=[0.37]
T('5142', '9814') Truth=[0.59]
T('8137', '7667') Truth=[0.59]
T('6234', '6987') Truth=[0.59]
T('3891', '2424') Truth=[0.15]
T('5867', '4468') Truth=[0.59]
T('3891', '2422') Truth=[0.15]
T('2768', '3115') Truth=[0]
T('1926', '7042') Truth=[0]
T('2809', '3587') Truth=[0]
T('7697', '7693') Truth=[0]
T('8742', '3902') Truth=[0]
T('5034', '5033') Truth=[0.14]
T('7697', '7696') Truth=[0]
T('5034', '5032') Truth=[0.55]
T('7697', '7699') Truth=[0]
T('5534', '1792') Truth=[0.59]
T('5034', '5038') Truth=[0.25]
T('5034', '5037') Truth=[0.59]
T('6485', '8450') Truth=[0]
T('5034', '5036') Truth=[0.53]
T('9665', '9664') Truth=[0.59]
T('5035', '5038') Truth=[0.3]
T('8618', '1924') Truth=[0.59]
T('8895', '3010') Truth=[0.59]
T('9666', '9664') Truth=[0]
T('7696', '7697') Truth=[0]
T('7696', '7699') Truth=[0]
T('9666', '9665') Truth=[0]
T('5035', '5033') Truth=[0.16]
T('7696', '7694') Truth=[0]
T('5035', '5037') Truth=[0.59]
T('1333', '4767') Truth=[0]
T('3341', '612') Truth=[0]
T('7696', '7693') Truth=[0]
T('5035', '5036') Truth=[0.64]
T('2812', '2173') Truth=[0.74]
T('5035', '5034') Truth=[0.51]
T('1158', '1156') Truth=[0.59]
T('6370', '7582') Truth=[0]
T('9667', '9666') Truth=[0]
T('9667', '9665') Truth=[0]
T('6150', '4456') Truth=[0]
T('9667', '9664') Truth=[0]
T('9827', '8221') Truth=[0.59]
T('2987', '6286') Truth=[0.59]
T('5032', '5038') Truth=[0.42]
T('5032', '5037') Truth=[0.59]
T('2555', '2549') Truth=[0.59]
T('936', '4034') Truth=[0.59]
T('6', '8067') Truth=[0.59]
T('3951', '3931') Truth=[0.59]
T('7695', '7694') Truth=[0]
T('5761', '4781') Truth=[0.59]
T('9731', '9730') Truth=[0]
T('7695', '7697') Truth=[0]
T('7695', '7696') Truth=[0.59]
T('3314', '4054') Truth=[0]
T('7695', '7699') Truth=[0.59]
T('3049', '3205') Truth=[0]
T('6', '8062') Truth=[0.59]
T('6299', '6298') Truth=[0]
T('7695', '7693') Truth=[0]
T('5931', '5859') Truth=[0]
T('289', '2860') Truth=[0.59]
T('7973', '7014') Truth=[0]
T('2208', '8449') Truth=[0]
T('1121', '1516') Truth=[0.59]
T('5033', '5035') Truth=[0.31]
T('1121', '1523') Truth=[0.59]
T('5033', '5034') Truth=[0.23]
T('1121', '1521') Truth=[0.59]
T('5492', '1329') Truth=[0]
T('5033', '5038') Truth=[0.27]
T('5931', '5857') Truth=[0.19]
T('5033', '5037') Truth=[0.16]
T('2054', '163') Truth=[0.59]
T('9720', '291') Truth=[0.59]
T('5033', '5036') Truth=[0.42]
T('7694', '7699') Truth=[0]
T('6974', '1349') Truth=[0]
T('7694', '7693') Truth=[0]
T('7694', '7696') Truth=[0]
T('7694', '7697') Truth=[0]
T('1711', '6436') Truth=[0.59]
T('8622', '1872') Truth=[0.59]
T('7867', '8713') Truth=[0]
T('4260', '2371') Truth=[0]
T('3880', '3882') Truth=[0.59]
T('1088', '1092') Truth=[0.59]
T('1088', '1090') Truth=[0.59]
T('1088', '1091') Truth=[0.59]
T('7693', '7696') Truth=[0]
T('4705', '6831') Truth=[0.12]
T('2812', '4789') Truth=[0]
T('7693', '7699') Truth=[0]
T('1771', '8351') Truth=[0]
T('2812', '4783') Truth=[0]
T('7593', '7969') Truth=[0.59]
T('2812', '4784') Truth=[0.59]
T('2812', '4786') Truth=[0.21]
T('8741', '3964') Truth=[0]
T('8850', '3541') Truth=[0]
T('5032', '5035') Truth=[0.66]
T('5032', '5034') Truth=[0.49]
T('7693', '7694') Truth=[0.49]
T('5032', '5033') Truth=[0.24]
T('2044', '255') Truth=[0.59]
T('8777', '2297') Truth=[0.59]
T('8010', '4248') Truth=[0.59]
T('8403', '8402') Truth=[0.59]
T('3968', '1166') Truth=[0.05]
T('2812', '4791') Truth=[0.59]
T('1433', '5780') Truth=[0]
T('8187', '9632') Truth=[0.2]
T('1552', '7869') Truth=[0.59]
T('8187', '9634') Truth=[0.59]
T('4483', '6777') Truth=[0.59]
T('2432', '1793') Truth=[0]
T('8937', '2190') Truth=[0]
T('8405', '9712') Truth=[0.59]
T('1396', '7947') Truth=[0.15]
T('4164', '3901') Truth=[0.49]
T('119', '115') Truth=[0]
T('6589', '9400') Truth=[0]
T('119', '116') Truth=[0]
T('6589', '9402') Truth=[0]
T('119', '118') Truth=[0]
T('3358', '6197') Truth=[0.59]
T('8742', '3963') Truth=[0]
T('2767', '3115') Truth=[0]
T('8742', '3964') Truth=[0]
T('7459', '3469') Truth=[0.59]
T('6736', '9471') Truth=[0]
T('8741', '2652') Truth=[0]
T('6235', '3063') Truth=[0.12]
T('7753', '6501') Truth=[0.59]
T('6736', '9470') Truth=[0.59]
T('4415', '1022') Truth=[0]
T('7009', '7010') Truth=[0]
T('556', '2398') Truth=[0.59]
T('7844', '6378') Truth=[0]
T('7751', '891') Truth=[0.59]
T('8072', '7488') Truth=[0.59]
T('1113', '1614') Truth=[0]
T('883', '6359') Truth=[0.59]
T('3793', '1300') Truth=[0.59]
T('3178', '758') Truth=[0.59]
T('1177', '4785') Truth=[0]
T('4919', '6085') Truth=[0.59]
T('3004', '2301') Truth=[0]
T('3004', '2303') Truth=[0]
T('5662', '1030') Truth=[0]
T('4786', '8410') Truth=[0.59]
T('3950', '1229') Truth=[0.59]
T('2727', '3529') Truth=[0.59]
T('4735', '705') Truth=[0]
T('3950', '1227') Truth=[0.59]
T('3950', '1228') Truth=[0.23]
T('7825', '6509') Truth=[0]
T('7825', '7832') Truth=[0.59]
T('7825', '7830') Truth=[0]
T('6612', '9922') Truth=[0.59]
T('7825', '7833') Truth=[0.49]
T('1121', '1462') Truth=[0.59]
T('2117', '8511') Truth=[0.59]
T('1715', '5064') Truth=[0.59]
T('4784', '9771') Truth=[0.59]
T('7825', '7828') Truth=[0.15]
T('883', '8997') Truth=[0.59]
T('7825', '7827') Truth=[0]
T('1445', '4289') Truth=[0.59]
T('9760', '9398') Truth=[0]
T('5614', '2910') Truth=[0.59]
T('4536', '3070') Truth=[0.59]
T('716', '4816') Truth=[0.59]
T('9660', '9662') Truth=[0]
T('4737', '705') Truth=[0]
T('6424', '6493') Truth=[0.59]
T('9660', '9661') Truth=[0]
T('3108', '5998') Truth=[0]
T('3400', '6404') Truth=[0]
T('9760', '9397') Truth=[0.34]
T('7440', '3524') Truth=[0.39]
T('7440', '4855') Truth=[0]
T('9660', '9663') Truth=[0]
T('7440', '4856') Truth=[0]
T('2067', '8229') Truth=[0.59]
T('2667', '3389') Truth=[0.59]
T('7440', '4853') Truth=[0.08]
T('1743', '9959') Truth=[0]
T('2220', '8184') Truth=[0.59]
T('9661', '9663') Truth=[0.59]
T('7440', '4851') Truth=[0.59]
T('9661', '9662') Truth=[0]
T('7440', '4852') Truth=[0]
T('7440', '4850') Truth=[0.59]
T('1743', '9958') Truth=[0]
T('5204', '6052') Truth=[0.59]
T('6589', '9398') Truth=[0]
T('6589', '9399') Truth=[0]
T('4563', '7961') Truth=[0.59]
T('1574', '6218') Truth=[0]
T('9661', '9660') Truth=[0.59]
T('3049', '4486') Truth=[0]
T('4707', '4138') Truth=[0.59]
T('3049', '4487') Truth=[0]
T('3049', '4489') Truth=[0]
T('3005', '2301') Truth=[0]
T('3005', '2303') Truth=[0.59]
T('6589', '9396') Truth=[0]
T('6324', '5423') Truth=[0.59]
T('7753', '6497') Truth=[0.59]
T('556', '2324') Truth=[0.59]
T('3338', '601') Truth=[0.59]
T('114', '115') Truth=[0]
T('6701', '163') Truth=[0.59]
T('7166', '2806') Truth=[0.59]
T('114', '116') Truth=[0]
T('114', '117') Truth=[0]
T('114', '118') Truth=[0]
T('114', '119') Truth=[0]
T('9663', '9662') Truth=[0]
T('9663', '9661') Truth=[0]
T('9663', '9660') Truth=[0.59]
T('8267', '8266') Truth=[0]
T('6317', '6859') Truth=[0.59]
T('4783', '8410') Truth=[0.59]
T('6148', '4459') Truth=[0]
T('2497', '3580') Truth=[0.59]
T('4823', '8898') Truth=[0.59]
T('6148', '4456') Truth=[0]
T('5306', '8369') Truth=[0]
T('4925', '9893') Truth=[0.59]
T('6376', '8765') Truth=[0.59]
T('4546', '4209') Truth=[0.59]
T('2947', '5302') Truth=[0.59]
T('2117', '8501') Truth=[0.59]
T('2117', '8502') Truth=[0.59]
T('2117', '8500') Truth=[0.59]
T('2117', '8505') Truth=[0.59]
T('2117', '8506') Truth=[0.59]
T('2117', '8503') Truth=[0.59]
T('5101', '699') Truth=[0]
T('60', '8414') Truth=[0.59]
T('4926', '9893') Truth=[0.59]
T('2560', '1024') Truth=[0.19]
T('6040', '2139') Truth=[0]
T('7746', '6588') Truth=[0]
T('2560', '1025') Truth=[0.59]
T('2560', '1028') Truth=[0]
T('3534', '7093') Truth=[0]
T('2560', '1027') Truth=[0]
T('7746', '6580') Truth=[0]
T('9664', '9665') Truth=[0.59]
T('8741', '3902') Truth=[0.59]
T('51', '262') Truth=[0.59]
T('7746', '6587') Truth=[0]
T('1454', '6768') Truth=[0.59]
T('7751', '6485') Truth=[0.59]
T('9696', '9224') Truth=[0.17]
T('1750', '9880') Truth=[0.59]
T('6288', '695') Truth=[0]
T('6288', '694') Truth=[0.19]
T('8737', '1388') Truth=[0]
T('6086', '6902') Truth=[0]
T('6086', '6903') Truth=[0]
T('6825', '9288') Truth=[0.59]
T('6086', '6901') Truth=[0]
T('2301', '9400') Truth=[0]
T('2301', '9402') Truth=[0]
T('4787', '7155') Truth=[0.59]
T('8635', '1685') Truth=[0.59]
T('2727', '3590') Truth=[0.59]
T('5856', '5818') Truth=[0]
T('9869', '1924') Truth=[0.59]
T('2952', '5298') Truth=[0]
T('170', '1924') Truth=[0.59]
T('8651', '2746') Truth=[0.59]
T('743', '3195') Truth=[0.59]
T('7832', '5122') Truth=[0]
T('9590', '9587') Truth=[0.59]
T('5901', '4836') Truth=[0]
T('1413', '3338') Truth=[0.12]
T('6823', '9288') Truth=[0.59]
T('8867', '4642') Truth=[0.59]
T('1298', '4289') Truth=[0.23]
T('2797', '4044') Truth=[0]
T('4784', '8499') Truth=[0.59]
T('4675', '7582') Truth=[0.49]
T('4784', '8497') Truth=[0.59]
T('493', '4713') Truth=[0.59]
T('4558', '4144') Truth=[0.59]
T('4784', '8496') Truth=[0.59]
T('4784', '8495') Truth=[0.59]
T('6293', '7549') Truth=[0.59]
T('5072', '9764') Truth=[0]
T('8651', '1432') Truth=[0.59]
T('1480', '756') Truth=[0.59]
T('2303', '9400') Truth=[0]
T('6894', '1359') Truth=[0.59]
T('1260', '4651') Truth=[0.59]
T('2303', '9402') Truth=[0]
T('4829', '6267') Truth=[0]
T('8653', '2746') Truth=[0.59]
T('4642', '944') Truth=[0.59]
T('4789', '7114') Truth=[0.15]
T('4786', '7155') Truth=[0]
T('6690', '1948') Truth=[0]
T('1976', '1975') Truth=[0.59]
T('5073', '148') Truth=[0.59]
T('993', '8546') Truth=[0.59]
T('9591', '9592') Truth=[0]
T('4786', '7114') Truth=[0]
T('7830', '5122') Truth=[0]
T('4789', '8410') Truth=[0.08]
T('3128', '5709') Truth=[0.59]
T('1485', '766') Truth=[0.59]
T('4738', '705') Truth=[0]
T('3128', '5707') Truth=[0.59]
T('3128', '5708') Truth=[0.59]
T('7670', '5236') Truth=[0]
T('1088', '4922') Truth=[0.59]
T('3845', '1631') Truth=[0]
T('6613', '330') Truth=[0]
T('6554', '7135') Truth=[0.23]
T('4896', '8025') Truth=[0.59]
T('6690', '1933') Truth=[0]
T('4787', '7114') Truth=[0.59]
T('8202', '7662') Truth=[0.59]
T('4511', '5976') Truth=[0]
T('4130', '2961') Truth=[0]
T('8202', '7661') Truth=[0.59]
T('8486', '2992') Truth=[0.59]
T('1486', '746') Truth=[0]
T('9586', '8378') Truth=[0.59]
T('8653', '1432') Truth=[0.59]
T('2852', '6854') Truth=[0]
T('6709', '163') Truth=[0.59]
T('6821', '9288') Truth=[0.59]
T('6501', '7753') Truth=[0.59]
T('8490', '1582') Truth=[0.59]
T('6820', '9298') Truth=[0.59]
T('9307', '5976') Truth=[0]
T('1185', '3376') Truth=[0.59]
T('4787', '8410') Truth=[0.06]
T('9113', '81') Truth=[0.59]
T('7716', '5626') Truth=[0.59]
T('1750', '262') Truth=[0.59]
T('4451', '4452') Truth=[0.59]
T('4220', '1497') Truth=[0]
T('9308', '5976') Truth=[0]
T('6284', '7652') Truth=[0]
T('3512', '8657') Truth=[0.59]
T('1901', '7234') Truth=[0.59]
T('2669', '3389') Truth=[0.59]
T('7827', '7833') Truth=[0.23]
T('9816', '9619') Truth=[0.23]
T('992', '8546') Truth=[0]
T('9309', '5976') Truth=[0]
T('3255', '705') Truth=[0]
T('7269', '1226') Truth=[0.59]
T('3009', '2301') Truth=[0]
T('1904', '255') Truth=[0.59]
T('9424', '5441') Truth=[0.59]
T('5783', '5784') Truth=[0.59]
T('1482', '762') Truth=[0.59]
T('8880', '3131') Truth=[0.59]
T('638', '3584') Truth=[0.59]
T('4632', '6459') Truth=[0.5]
T('4081', '2380') Truth=[0.59]
T('7612', '4390') Truth=[0.23]
T('2019', '262') Truth=[0.59]
T('4848', '7011') Truth=[0.59]
T('9283', '5066') Truth=[0]
T('9007', '3963') Truth=[0.2]
T('5736', '2125') Truth=[0.05]
T('2083', '9060') Truth=[0]
T('6466', '8318') Truth=[0.23]
T('3094', '552') Truth=[0.59]
T('8106', '6395') Truth=[0]
T('8838', '2118') Truth=[0]
T('289', '3676') Truth=[0.59]
T('4184', '2089') Truth=[0.59]
T('8517', '1924') Truth=[0.59]
T('3032', '5647') Truth=[0]
T('3261', '339') Truth=[0.59]
T('2906', '4229') Truth=[0]
T('6127', '4418') Truth=[0.59]
T('9559', '7128') Truth=[0]
T('2906', '4227') Truth=[0.59]
T('3614', '8094') Truth=[0.59]
T('2906', '4226') Truth=[0]
T('2526', '1203') Truth=[0.59]
T('9358', '701') Truth=[0]
T('3471', '9255') Truth=[0.59]
T('2082', '9060') Truth=[0]
T('9008', '3964') Truth=[0]
T('9847', '1948') Truth=[0.59]
T('7800', '7804') Truth=[0.59]
T('2083', '9059') Truth=[0]
T('81', '1907') Truth=[0.59]
T('5973', '7639') Truth=[0.59]
T('2441', '3903') Truth=[0]
T('9007', '2652') Truth=[0.59]
T('7583', '733') Truth=[0.59]
T('8738', '2405') Truth=[0.59]
T('4294', '4295') Truth=[0.59]
T('4907', '9838') Truth=[0.59]
T('6239', '7949') Truth=[0]
T('4734', '7477') Truth=[0.59]
T('1152', '2119') Truth=[0.59]
T('8857', '5817') Truth=[0.59]
T('4294', '4298') Truth=[0]
T('8108', '6395') Truth=[0]
T('8686', '3443') Truth=[0.59]
T('9403', '6748') Truth=[0.59]
T('3098', '542') Truth=[0.09]
T('9008', '2652') Truth=[0]
T('2378', '3816') Truth=[0.59]
T('7452', '4469') Truth=[0.59]
T('9009', '3964') Truth=[0]
T('8108', '695') Truth=[0]
T('4295', '4294') Truth=[0.59]
T('8108', '694') Truth=[0]
T('4295', '4298') Truth=[0]
T('1688', '9468') Truth=[0.23]
T('423', '81') Truth=[0.59]
T('1688', '9467') Truth=[0]
T('1688', '9469') Truth=[0]
T('1096', '5838') Truth=[0.59]
T('3689', '2754') Truth=[0.59]
T('1688', '9466') Truth=[0]
T('6452', '8476') Truth=[0.59]
T('1688', '9465') Truth=[0.59]
T('4679', '255') Truth=[0.59]
T('2969', '7401') Truth=[0.59]
T('4558', '5173') Truth=[0.59]
T('4861', '9403') Truth=[0.59]
T('4189', '5973') Truth=[0.59]
T('3958', '2224') Truth=[0.59]
T('6125', '4415') Truth=[0]
T('8737', '3769') Truth=[0]
T('135', '1968') Truth=[0.59]
T('9564', '8397') Truth=[0]
T('6452', '8469') Truth=[0.59]
T('197', '1209') Truth=[0]
T('5971', '7628') Truth=[0]
T('694', '695') Truth=[0]
T('9514', '6329') Truth=[0]
T('3855', '3854') Truth=[0.59]
T('9058', '2082') Truth=[0.16]
T('2420', '1509') Truth=[0]
T('8631', '2781') Truth=[0.15]
T('9058', '2083') Truth=[0.59]
T('1369', '7936') Truth=[0]
T('5853', '6859') Truth=[0.59]
T('4861', '9416') Truth=[0.59]
T('6617', '9636') Truth=[0.14]
T('9009', '2652') Truth=[0]
T('1688', '9471') Truth=[0]
T('7505', '4731') Truth=[0.12]
T('1688', '9470') Truth=[0]
T('9470', '9875') Truth=[0]
T('1096', '5842') Truth=[0]
T('6452', '8470') Truth=[0.59]
T('4861', '9410') Truth=[0.59]
T('1096', '5843') Truth=[0.59]
T('4861', '9411') Truth=[0.59]
T('1096', '5844') Truth=[0.59]
T('4861', '9412') Truth=[0.59]
T('2370', '3878') Truth=[0]
T('6107', '3355') Truth=[0.59]
T('2082', '9059') Truth=[0]
T('5853', '6825') Truth=[0]
T('5853', '6826') Truth=[0.59]
T('1631', '7491') Truth=[0]
T('9031', '3613') Truth=[0]
T('2906', '4220') Truth=[0.45]
T('2906', '4223') Truth=[0]
T('2906', '4222') Truth=[0.59]
T('5853', '6821') Truth=[0.59]
T('9471', '9875') Truth=[0]
T('1646', '339') Truth=[0.59]
T('252', '1409') Truth=[0.59]
T('423', '71') Truth=[0.59]
T('2019', '255') Truth=[0.59]
T('2973', '369') Truth=[0.59]
T('1484', '468') Truth=[0]
T('2852', '5269') Truth=[0]
T('9402', '5460') Truth=[0]
T('3094', '542') Truth=[0.59]
T('1484', '467') Truth=[0]
T('1811', '7170') Truth=[0.59]
T('2432', '2781') Truth=[0]
T('5762', '5761') Truth=[0]
T('5761', '4447') Truth=[0]
T('2768', '6743') Truth=[0]
T('4595', '378') Truth=[0]
T('6985', '3513') Truth=[0.59]
T('4164', '3604') Truth=[0.16]
T('3921', '1378') Truth=[0.59]
T('3330', '417') Truth=[0]
T('5373', '1552') Truth=[0.59]
T('1494', '378') Truth=[0]
T('8331', '8018') Truth=[0.59]
T('2100', '7114') Truth=[0.59]
T('3645', '9027') Truth=[0]
T('8397', '2852') Truth=[0]
T('7095', '2531') Truth=[0.59]
T('2767', '6767') Truth=[0]
T('4908', '8592') Truth=[0.37]
T('3094', '6282') Truth=[0.59]
T('6976', '3653') Truth=[0.59]
T('1369', '5395') Truth=[0]
T('2758', '6891') Truth=[0]
T('2909', '4279') Truth=[0]
T('6370', '9899') Truth=[0]
T('6432', '8708') Truth=[0.59]
T('7697', '9982') Truth=[0]
T('6432', '8706') Truth=[0.59]
T('3331', '417') Truth=[0]
T('6259', '765') Truth=[0.59]
T('1888', '1846') Truth=[0.59]
T('3314', '6321') Truth=[0]
T('3330', '424') Truth=[0]
T('8551', '1492') Truth=[0]
T('1493', '378') Truth=[0]
T('8827', '3541') Truth=[0]
T('6432', '8709') Truth=[0.59]
